ccd,Retailer,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,tot_amount,Sales Method
K003,Amazon,2021-06-15 00:00:00,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,43,116,4988,Outlet
P005,Kohl's,2021-06-15 00:00:00,West,New Mexico,Albuquerque,Women's Apparel,68,105,7140,Online
A012,Foot Locker,2021-06-16 00:00:00,West,Idaho,Boise,Women's Street Footwear,30,450,13500,Online
V001,West Gear,2021-06-17 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,150,3750,In-store
S009,Foot Locker,2021-06-18 00:00:00,Northeast,Rhode Island,Providence,Men's Street Footwear,38,173,6574,Outlet
P011,West Gear,2021-06-20 00:00:00,West,Idaho,Boise,Women's Apparel,33,116,3828,Online
K002,Amazon,2021-06-20 00:00:00,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45,175,7875,In-store
M007,Foot Locker,2021-06-21 00:00:00,Southeast,Florida,Miami,Women's Street Footwear,35,775,27125,In-store
K001,West Gear,2021-06-22 00:00:00,South,Louisiana,New Orleans,Women's Street Footwear,40,525,21000,Online
R005,Sports Direct,2021-06-23 00:00:00,South,Texas,Houston,Women's Athletic Footwear,40,625,25000,Outlet
A001,Foot Locker,2021-06-24 00:00:00,Midwest,Nebraska,Omaha,Men's Street Footwear,36,120,4320,Online
S007,Amazon,2021-06-24 00:00:00,Northeast,Vermont,Burlington,Men's Athletic Footwear,42,145,6090,Outlet
H001,Foot Locker,2021-06-25 00:00:00,West,Arizona,Phoenix,Women's Athletic Footwear,45,350,15750,Online
D004,Kohl's,2021-06-27 00:00:00,West,Arizona,Phoenix,Men's Athletic Footwear,42,138,5796,Online
N010,West Gear,2021-06-27 00:00:00,West,California,San Francisco,Women's Street Footwear,50,210,10500,Online
R011,Kohl's,2021-06-27 00:00:00,Northeast,New York,Albany,Men's Apparel,65,575,37375,In-store
A005,Amazon,2021-06-27 00:00:00,Midwest,Ohio,Columbus,Women's Athletic Footwear,29,112,3248,Online
K001,West Gear,2021-06-27 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,32,38,1216,Online
Y001,Sports Direct,2021-06-28 00:00:00,Southeast,Georgia,Atlanta,Women's Street Footwear,50,94,4700,Online
S007,West Gear,2021-06-28 00:00:00,West,Oregon,Portland,Women's Street Footwear,39,119,4641,Outlet
P012,Foot Locker,2021-06-29 00:00:00,Midwest,Nebraska,Omaha,Men's Street Footwear,41,145,5945,Online
P007,Amazon,2021-06-29 00:00:00,Northeast,New Hampshire,Manchester,Men's Apparel,57,53,3021,Online
S008,West Gear,2021-06-30 00:00:00,Southeast,Florida,Orlando,Men's Street Footwear,30,272,8160,Outlet
M005,Foot Locker,2021-06-30 00:00:00,Southeast,South Carolina,Charleston,Men's Apparel,48,175,8400,Online
N005,Sports Direct,2021-07-01 00:00:00,Northeast,Rhode Island,Providence,Women's Apparel,65,275,17875,In-store
Y001,Foot Locker,2021-07-02 00:00:00,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35,450,15750,In-store
N006,Foot Locker,2021-07-02 00:00:00,South,Tennessee,Knoxville,Women's Athletic Footwear,27,19,513,Online
A005,Sports Direct,2021-07-02 00:00:00,South,Tennessee,Knoxville,Men's Athletic Footwear,33,181,5973,Online
R008,Sports Direct,2021-07-03 00:00:00,Northeast,Connecticut,Hartford,Men's Apparel,48,39,1872,Online
I002,Foot Locker,2021-07-04 00:00:00,Midwest,Illinois,Chicago,Women's Street Footwear,40,200,8000,Outlet
A010,Walmart,2021-07-04 00:00:00,Northeast,New York,New York,Men's Street Footwear,65,1200,78000,Outlet
N002,Amazon,2021-07-04 00:00:00,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,33,143,4719,Online
D002,Sports Direct,2021-07-04 00:00:00,Northeast,Rhode Island,Providence,Men's Apparel,50,150,7500,In-store
M006,Amazon,2021-07-04 00:00:00,Northeast,Vermont,Burlington,Men's Apparel,70,275,19250,In-store
N001,West Gear,2021-07-04 00:00:00,West,Washington,Seattle,Men's Street Footwear,36,138,4968,Online
N005,Sports Direct,2021-07-05 00:00:00,South,Texas,Dallas,Men's Apparel,47,167,7849,Online
G001,Kohl's,2021-07-07 00:00:00,West,California,Los Angeles,Men's Street Footwear,39,315,12285,Outlet
N002,Foot Locker,2021-07-08 00:00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,51,80,4080,Online
B001,Foot Locker,2021-07-08 00:00:00,Northeast,New York,New York,Men's Athletic Footwear,50,1000,50000,In-store
A013,Sports Direct,2021-07-10 00:00:00,Midwest,Illinois,Chicago,Men's Street Footwear,20,725,14500,Outlet
A007,Sports Direct,2021-07-11 00:00:00,South,Alabama,Birmingham,Men's Apparel,38,68,2584,Online
P012,Foot Locker,2021-07-11 00:00:00,Southeast,Virginia,Richmond,Men's Apparel,58,56,3248,Online
R004,Foot Locker,2021-07-12 00:00:00,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65,300,19500,Outlet
S010,Kohl's,2021-07-12 00:00:00,West,New Mexico,Albuquerque,Women's Apparel,35,140,4900,Outlet
N010,West Gear,2021-07-13 00:00:00,South,Arkansas,Little Rock,Men's Athletic Footwear,25,375,9375,Online
K003,Kohl's,2021-07-13 00:00:00,Midwest,Montana,Billings,Men's Street Footwear,40,750,30000,Outlet
M001,Amazon,2021-07-13 00:00:00,Northeast,New Hampshire,Manchester,Men's Apparel,65,350,22750,Outlet
R004,Foot Locker,2021-07-13 00:00:00,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65,425,27625,Outlet
K002,Sports Direct,2021-07-13 00:00:00,South,Texas,Dallas,Men's Apparel,29,96,2784,Outlet
Y001,Amazon,2021-07-14 00:00:00,Southeast,Kentucky,Louisville,Women's Athletic Footwear,38,75,2850,Online
R010,Foot Locker,2021-07-14 00:00:00,Midwest,North Dakota,Fargo,Men's Apparel,60,150,9000,In-store
N007,Foot Locker,2021-07-14 00:00:00,Northeast,Rhode Island,Providence,Women's Street Footwear,30,85,2550,Outlet
R006,Amazon,2021-07-15 00:00:00,Midwest,Ohio,Columbus,Women's Street Footwear,27,106,2862,Online
V001,Sports Direct,2021-07-16 00:00:00,South,Alabama,Birmingham,Men's Athletic Footwear,20,650,13000,Outlet
S010,Foot Locker,2021-07-16 00:00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,72,142,10224,Online
M001,Foot Locker,2021-07-16 00:00:00,Southeast,Virginia,Richmond,Women's Apparel,33,83,2739,Outlet
P003,Foot Locker,2021-07-17 00:00:00,West,Arizona,Phoenix,Men's Street Footwear,41,135,5535,Online
N007,Foot Locker,2021-07-17 00:00:00,Midwest,Minnesota,Minneapolis,Women's Apparel,46,88,4048,Online
N005,Kohl's,2021-07-17 00:00:00,Northeast,New Jersey,Newark,Women's Athletic Footwear,40,200,8000,In-store
P008,Foot Locker,2021-07-17 00:00:00,Northeast,New York,New York,Women's Apparel,36,323,11628,Outlet
N012,Sports Direct,2021-07-17 00:00:00,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,50,250,12500,Online
R002,Foot Locker,2021-07-18 00:00:00,Midwest,Minnesota,Minneapolis,Men's Street Footwear,45,375,16875,Outlet
G001,West Gear,2021-07-18 00:00:00,West,Oregon,Portland,Men's Athletic Footwear,31,124,3844,Outlet
S011,Sports Direct,2021-07-19 00:00:00,South,Mississippi,Jackson,Women's Street Footwear,30,395,11850,Online
D004,Kohl's,2021-07-20 00:00:00,West,California,Los Angeles,Men's Apparel,40,140,5600,Outlet
S006,Foot Locker,2021-07-21 00:00:00,West,Hawaii,Honolulu,Women's Athletic Footwear,73,130,9490,Online
P007,Amazon,2021-07-21 00:00:00,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55,325,17875,Outlet
P005,Foot Locker,2021-07-21 00:00:00,Northeast,Rhode Island,Providence,Women's Apparel,26,60,1560,Outlet
T002,Amazon,2021-07-24 00:00:00,Southeast,Kentucky,Louisville,Women's Apparel,55,400,22000,Online
M007,Sports Direct,2021-07-24 00:00:00,South,Tennessee,Knoxville,Men's Athletic Footwear,42,202,8484,Online
A011,Walmart,2021-07-25 00:00:00,Southeast,Florida,Orlando,Men's Street Footwear,44,155,6820,Outlet
M012,West Gear,2021-07-25 00:00:00,South,Louisiana,New Orleans,Men's Athletic Footwear,52,88,4576,Online
C001,Sports Direct,2021-07-25 00:00:00,South,Tennessee,Knoxville,Men's Street Footwear,36,215,7740,Online
M003,Kohl's,2021-07-25 00:00:00,West,Wyoming,Cheyenne,Men's Street Footwear,55,750,41250,In-store
B001,Amazon,2021-07-26 00:00:00,Northeast,Vermont,Burlington,Women's Street Footwear,40,72,2880,Outlet
R009,Sports Direct,2021-07-27 00:00:00,Northeast,Connecticut,Hartford,Men's Apparel,46,35,1610,Online
A004,Sports Direct,2021-07-27 00:00:00,West,Hawaii,Honolulu,Men's Athletic Footwear,48,123,5904,Online
N004,West Gear,2021-07-27 00:00:00,West,Washington,Seattle,Women's Athletic Footwear,74,155,11470,Online
P009,Foot Locker,2021-07-28 00:00:00,West,Arizona,Phoenix,Women's Street Footwear,41,147,6027,Outlet
V001,West Gear,2021-07-28 00:00:00,South,Arkansas,Little Rock,Women's Street Footwear,15,325,4875,Online
P008,Walmart,2021-07-28 00:00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,20,225,4500,Online
S001,Amazon,2021-07-28 00:00:00,Northeast,Maine,Portland,Men's Apparel,55,150,8250,Outlet
M011,Amazon,2021-07-29 00:00:00,West,Alaska,Anchorage,Men's Street Footwear,65,525,34125,Outlet
M003,Foot Locker,2021-07-29 00:00:00,Northeast,Delaware,Wilmington,Women's Apparel,60,400,24000,In-store
D004,Amazon,2021-07-29 00:00:00,Northeast,New Hampshire,Manchester,Men's Apparel,60,94,5640,Online
R007,Sports Direct,2021-07-29 00:00:00,South,Texas,Houston,Women's Street Footwear,27,236,6372,Outlet
A001,Sports Direct,2021-07-29 00:00:00,South,Texas,Dallas,Women's Apparel,70,675,47250,Outlet
A004,Kohl's,2021-07-30 00:00:00,West,Arizona,Phoenix,Men's Apparel,42,109,4578,Outlet
R001,Amazon,2021-07-30 00:00:00,Northeast,New Hampshire,Manchester,Men's Apparel,60,200,12000,In-store
D003,Foot Locker,2021-07-30 00:00:00,Southeast,South Carolina,Charleston,Women's Apparel,35,725,25375,Online
S003,Kohl's,2021-07-30 00:00:00,West,Wyoming,Cheyenne,Women's Street Footwear,27,149,4023,Online
Y002,West Gear,2021-07-31 00:00:00,West,California,San Francisco,Women's Apparel,72,189,13608,Online
A012,Sports Direct,2021-07-31 00:00:00,Midwest,North Dakota,Fargo,Men's Street Footwear,50,550,27500,In-store
V004,Foot Locker,2021-08-02 00:00:00,Midwest,Illinois,Chicago,Men's Apparel,59,35,2065,Online
P009,Amazon,2021-08-02 00:00:00,Northeast,Maine,Portland,Women's Apparel,57,59,3363,Online
R001,Sports Direct,2021-08-03 00:00:00,South,Alabama,Birmingham,Men's Athletic Footwear,23,173,3979,Outlet
V002,West Gear,2021-08-03 00:00:00,Southeast,Florida,Miami,Women's Athletic Footwear,49,175,8575,Online
M007,West Gear,2021-08-03 00:00:00,West,Oregon,Portland,Men's Street Footwear,43,240,10320,Outlet
R003,Foot Locker,2021-08-04 00:00:00,South,Louisiana,New Orleans,Women's Street Footwear,35,425,14875,Online
K004,Amazon,2021-08-04 00:00:00,Northeast,Massachusetts,Boston,Men's Street Footwear,35,179,6265,Outlet
V001,Foot Locker,2021-08-04 00:00:00,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,350,8750,In-store
K004,Walmart,2021-08-05 00:00:00,Southeast,Florida,Orlando,Women's Athletic Footwear,51,113,5763,Online
C001,Kohl's,2021-08-05 00:00:00,West,New Mexico,Albuquerque,Men's Apparel,65,113,7345,Online
R010,West Gear,2021-08-07 00:00:00,West,California,San Francisco,Men's Street Footwear,60,875,52500,Outlet
P012,Sports Direct,2021-08-07 00:00:00,Midwest,Illinois,Chicago,Men's Street Footwear,20,189,3780,Online
A013,Foot Locker,2021-08-07 00:00:00,Midwest,Illinois,Chicago,Men's Apparel,50,200,10000,Outlet
R004,Foot Locker,2021-08-07 00:00:00,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35,150,5250,Outlet
V003,Sports Direct,2021-08-07 00:00:00,South,Texas,Dallas,Men's Street Footwear,34,256,8704,Outlet
R011,Foot Locker,2021-08-08 00:00:00,West,Arizona,Phoenix,Men's Street Footwear,40,500,20000,Online
C001,West Gear,2021-08-08 00:00:00,West,Utah,Salt Lake City,Women's Athletic Footwear,20,300,6000,In-store
A006,Amazon,2021-08-11 00:00:00,West,Alaska,Anchorage,Men's Apparel,62,65,4030,Online
A001,West Gear,2021-08-11 00:00:00,West,Colorado,Denver,Women's Apparel,80,525,42000,In-store
M009,Foot Locker,2021-08-11 00:00:00,Midwest,Illinois,Chicago,Women's Athletic Footwear,45,75,3375,Outlet
A004,West Gear,2021-08-13 00:00:00,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,35,250,8750,In-store
M008,Foot Locker,2021-08-13 00:00:00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,45,300,13500,In-store
P002,Foot Locker,2021-08-14 00:00:00,Midwest,Iowa,Des Moines,Men's Street Footwear,45,400,18000,In-store
M006,West Gear,2021-08-14 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,49,102,4998,Online
A001,Sports Direct,2021-08-15 00:00:00,Southeast,Florida,Miami,Men's Athletic Footwear,51,254,12954,Online
P008,West Gear,2021-08-15 00:00:00,Northeast,Maryland,Baltimore,Women's Street Footwear,25,125,3125,In-store
N001,Foot Locker,2021-08-15 00:00:00,Northeast,New York,New York,Women's Athletic Footwear,50,900,45000,Outlet
R003,Foot Locker,2021-08-15 00:00:00,Midwest,South Dakota,Sioux Falls,Men's Apparel,50,125,6250,Online
N009,Sports Direct,2021-08-15 00:00:00,South,Texas,Dallas,Men's Apparel,40,300,12000,Outlet
K004,Sports Direct,2021-08-16 00:00:00,South,Texas,Houston,Men's Apparel,28,160,4480,Outlet
P008,West Gear,2021-08-17 00:00:00,West,Colorado,Denver,Men's Athletic Footwear,50,400,20000,In-store
M008,Sports Direct,2021-08-17 00:00:00,Southeast,Georgia,Atlanta,Men's Apparel,36,132,4752,Outlet
J001,Foot Locker,2021-08-17 00:00:00,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,23,575,Online
D002,Kohl's,2021-08-17 00:00:00,Northeast,New York,Albany,Men's Athletic Footwear,40,600,24000,In-store
T001,Sports Direct,2021-08-17 00:00:00,South,Texas,Houston,Women's Apparel,26,231,6006,Outlet
J001,Foot Locker,2021-08-17 00:00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,70,425,29750,In-store
A008,West Gear,2021-08-18 00:00:00,Midwest,Indiana,Indianapolis,Women's Street Footwear,42,68,2856,Online
P004,Sports Direct,2021-08-18 00:00:00,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,32,74,2368,Online
N003,Foot Locker,2021-08-18 00:00:00,Southeast,Virginia,Richmond,Men's Apparel,39,74,2886,Outlet
R003,Sports Direct,2021-08-19 00:00:00,Northeast,Massachusetts,Boston,Men's Street Footwear,53,135,7155,Online
I001,Foot Locker,2021-08-19 00:00:00,South,Mississippi,Jackson,Women's Apparel,24,123,2952,Online
S011,Foot Locker,2021-08-19 00:00:00,Northeast,New York,New York,Men's Athletic Footwear,50,925,46250,Outlet
T002,Amazon,2021-08-20 00:00:00,West,Alaska,Anchorage,Men's Athletic Footwear,59,81,4779,Online
N008,Sports Direct,2021-08-20 00:00:00,Southeast,North Carolina,Charlotte,Women's Apparel,35,675,23625,Online
N010,West Gear,2021-08-20 00:00:00,Northeast,West Virginia,Charleston,Men's Apparel,35,225,7875,In-store
A012,West Gear,2021-08-21 00:00:00,West,Colorado,Denver,Women's Street Footwear,55,350,19250,In-store
P008,West Gear,2021-08-21 00:00:00,West,Colorado,Denver,Men's Apparel,75,400,30000,In-store
N008,Foot Locker,2021-08-21 00:00:00,West,Idaho,Boise,Women's Apparel,65,725,47125,Online
N008,Kohl's,2021-08-21 00:00:00,Northeast,New York,Albany,Women's Athletic Footwear,54,155,8370,Online
V002,West Gear,2021-08-22 00:00:00,West,Idaho,Boise,Women's Apparel,28,138,3864,Online
V001,Sports Direct,2021-08-22 00:00:00,Northeast,Massachusetts,Boston,Women's Athletic Footwear,34,87,2958,Online
G001,Sports Direct,2021-08-22 00:00:00,South,Texas,Dallas,Men's Street Footwear,40,725,29000,Outlet
A001,West Gear,2021-08-23 00:00:00,West,California,San Francisco,Women's Apparel,58,225,13050,Outlet
D004,Amazon,2021-08-23 00:00:00,Northeast,New Hampshire,Manchester,Men's Apparel,56,83,4648,Online
M009,Kohl's,2021-08-23 00:00:00,Northeast,New York,Albany,Men's Athletic Footwear,40,500,20000,In-store
V002,Sports Direct,2021-08-23 00:00:00,South,Texas,Dallas,Women's Street Footwear,65,650,42250,Outlet
K004,West Gear,2021-08-23 00:00:00,West,Utah,Salt Lake City,Men's Street Footwear,34,224,7616,Online
D002,West Gear,2021-08-24 00:00:00,West,Nevada,Las Vegas,Women's Street Footwear,44,179,7876,Outlet
P009,Kohl's,2021-08-24 00:00:00,Northeast,New Jersey,Newark,Men's Athletic Footwear,32,58,1856,Online
V004,Sports Direct,2021-08-24 00:00:00,South,Texas,Dallas,Men's Street Footwear,21,203,4263,Outlet
M006,Amazon,2021-08-24 00:00:00,Northeast,Vermont,Burlington,Men's Athletic Footwear,37,85,3145,Outlet
A011,West Gear,2021-08-24 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,35,245,8575,In-store
R007,Sports Direct,2021-08-25 00:00:00,South,Tennessee,Knoxville,Men's Street Footwear,45,775,34875,Outlet
R001,West Gear,2021-08-26 00:00:00,West,California,San Francisco,Women's Apparel,33,210,6930,Outlet
M010,Foot Locker,2021-08-26 00:00:00,Midwest,Michigan,Detroit,Men's Athletic Footwear,30,425,12750,In-store
I001,Foot Locker,2021-08-26 00:00:00,Midwest,South Dakota,Sioux Falls,Men's Apparel,54,38,2052,Online
T003,Sports Direct,2021-08-26 00:00:00,Southeast,Virginia,Richmond,Women's Street Footwear,23,150,3450,Online
I001,Walmart,2021-08-27 00:00:00,South,Mississippi,Jackson,Women's Athletic Footwear,39,128,4992,Online
N003,Foot Locker,2021-08-27 00:00:00,Midwest,Nebraska,Omaha,Women's Street Footwear,35,225,7875,Outlet
M011,Sports Direct,2021-08-27 00:00:00,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30,175,5250,In-store
P010,Sports Direct,2021-08-27 00:00:00,South,Texas,Houston,Women's Apparel,35,700,24500,Outlet
N006,Amazon,2021-08-27 00:00:00,Northeast,Vermont,Burlington,Women's Athletic Footwear,40,83,3320,Outlet
M005,Foot Locker,2021-08-28 00:00:00,West,Arizona,Phoenix,Men's Apparel,41,128,5248,Outlet
A010,Walmart,2021-08-28 00:00:00,South,Arkansas,Little Rock,Men's Athletic Footwear,20,102,2040,Outlet
D004,West Gear,2021-08-28 00:00:00,West,California,San Francisco,Men's Apparel,65,725,47125,Outlet
M008,Sports Direct,2021-08-28 00:00:00,Southeast,Georgia,Atlanta,Men's Street Footwear,35,203,7105,Outlet
D003,Amazon,2021-08-28 00:00:00,Northeast,Maine,Portland,Women's Athletic Footwear,41,51,2091,Online
N003,Foot Locker,2021-08-28 00:00:00,Northeast,New York,New York,Women's Apparel,50,1000,50000,Outlet
N008,Walmart,2021-08-29 00:00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,29,132,3828,Outlet
D002,Foot Locker,2021-08-29 00:00:00,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,49,120,5880,Online
N012,Amazon,2021-08-30 00:00:00,Southeast,Kentucky,Louisville,Men's Street Footwear,50,525,26250,Online
M007,West Gear,2021-08-30 00:00:00,West,Utah,Salt Lake City,Men's Street Footwear,24,109,2616,Outlet
P002,West Gear,2021-08-31 00:00:00,South,Louisiana,New Orleans,Women's Athletic Footwear,27,91,2457,Outlet
R001,West Gear,2021-08-31 00:00:00,Northeast,New York,Albany,Women's Apparel,60,625,37500,In-store
A009,Foot Locker,2021-08-31 00:00:00,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,50,525,26250,Online
P006,Walmart,2021-09-01 00:00:00,Southeast,Florida,Orlando,Women's Apparel,101,163,16463,Online
P009,Sports Direct,2021-09-01 00:00:00,Southeast,Georgia,Atlanta,Women's Street Footwear,40,145,5800,Outlet
A002,Foot Locker,2021-09-01 00:00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,33,54,1782,Online
I001,West Gear,2021-09-02 00:00:00,West,Washington,Seattle,Men's Street Footwear,50,575,28750,In-store
R007,Foot Locker,2021-09-04 00:00:00,Midwest,Missouri,St. Louis,Men's Apparel,43,81,3483,Online
M006,West Gear,2021-09-04 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,9,41,369,Online
M003,Kohl's,2021-09-04 00:00:00,West,Wyoming,Cheyenne,Women's Athletic Footwear,45,500,22500,In-store
N009,West Gear,2021-09-05 00:00:00,South,Arkansas,Little Rock,Women's Athletic Footwear,41,128,5248,Outlet
K003,Walmart,2021-09-06 00:00:00,Southeast,Florida,Orlando,Men's Street Footwear,65,825,53625,Outlet
A011,West Gear,2021-09-07 00:00:00,South,Louisiana,New Orleans,Women's Apparel,23,147,3381,Outlet
S010,West Gear,2021-09-07 00:00:00,West,Nevada,Las Vegas,Women's Apparel,53,120,6360,Outlet
N001,Sports Direct,2021-09-07 00:00:00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,31,53,1643,Outlet
